coder,journal,has_guidance,has_external_guidance,external_guidance,has_internal_guidance,has_internal_guidance_section,has_p_value,p_value,has_significance,significance,has_null_hypo,null_hypo,has_sample_size,sample_size,has_conf_int,conf_int,has_effect_size,effect_size,has_multi_compare,multi_compare,has_subgroup,subgroup,has_baseline_covar,baseline_covar,has_non_param,non_param,has_sensitivity,sensitivity,has_model_assume,model_assume,has_exclusion,exclusion,has_outliers,outliers,has_missing,missing,has_one_sided,one_sided,has_bayes,bayes,has_secondary,secondary,has_prespecify,prespecify,has_cat_continuous,cat_continuous
DS/TH,Lancet HIV,TRUE,TRUE,"CONSORT, STARD, STROBE, ORION, PRISMA, GATHER, STREGA, SPIRIT-AI",TRUE,FALSE,TRUE,"p values should be given to two significant figures, unless p<0.0001",FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"For intervention studies, the abstract should include the primary
outcome expressed as the difference between groups with a
confidence interval on that difference (absolute differences are
more useful than relative ones). Secondary outcomes can be
included as long as they are clearly marked as secondary and all
such outcomes are reported",TRUE,"For intervention studies, the abstract should include the primary
outcome expressed as the difference between groups with a
confidence interval on that difference (absolute differences are
more useful than relative ones). Secondary outcomes can be
included as long as they are clearly marked as secondary and all
such outcomes are reported",FALSE,NA,TRUE,"Separate reporting of data by demographic variables, such as age and sex, facilitates pooling of data for subgroups across studies and should be routine, unless inappropriate. Discuss the influence or association of variables, such as sex and/or gender, on your findings, where appropriate, and the limitations of the data.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,Secondary outcomes can be included as long as they are clearly marked as secondary and all such outcomes are reported,TRUE,"We require the registration of all interventional trials, whether
early or late phase, in a primary register that participates in
WHO’s International Clinical Trial Registry Platform (see Lancet
2007; 369: 1909–11) or in ClinicalTrials.gov, in accord with
ICMJE recommendations. We also encourage full public
disclosure of the minimum 21-item trial registration dataset at
the time of registration and before recruitment of the first
participant (see Lancet 2006; 367: 1631–35). The registry must
be independent of for-profit interest
...
We encourage the registration of all observational studies on a
WHO-compliant registry (see Lancet 2010; 375: 348)",FALSE,NA
DS/TH,NATURE IMMUNOLOGY,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Nature Nanotechnology,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,NATURE MATERIALS,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,ADVANCED FUNCTIONAL MATERIALS,TRUE,TRUE,"CONSORT, REMARK, BRISQ, ARRIVE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Microbiome,TRUE,TRUE,"CONSORT, SPIRIT, PRISMA, PRISMA-P, STROBE, CARE, COREQ, STARD, TRIPOD, CHEERS, ARRIVE",TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,We welcome manuscripts for submission which meet the following clinical research standards...sufficient statistical power to confidentially and accurately interpret the effect reported.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"For clinical trials that have not been registered prospectively, BMC encourages retrospective registration to ensure the complete publication of all results. Further information on retrospective registration is available from the AllTrials campaign, the Public Accounts Committee and the Department of Health.

Many journals published by BMC will consider manuscripts describing retrospectively registered studies. The TRN, date of registration and the words 'retrospectively registered’ should be included as the last line of the manuscript abstract.
Registration of systematic reviews

BMC supports the prospective registration of systematic reviews and encourages authors to register their systematic reviews in a suitable registry (such as PROSPERO). Authors who have registered their systematic review should include the registration number as the last line of the manuscript abstract.",FALSE,NA
DS/TH,ISME Journal,TRUE,TRUE,"CONSORT, ARRIVE",TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"All clinical trials must be registered in a public registry prior to submission and the trial registry number must be included in the manuscript and provided on submission.. The journal follows the trials registration policy of the ICMJE (www.icmje.org) and considers only trials that have been appropriately registered before submission, regardless of when the trial closed to enrolment. Acceptable registries must meet the following ICMJE requirements:

    be publicly available, searchable, and open to all prospective registrants
    have a validation mechanism for registration data
    be managed by a not-for-profit organization

Examples of registries that meet these criteria include:

    ClinicalTrials.gov the registry sponsored by the United States National Library of Medicine 
    the International Standard Randomized Controlled Trial Number Registry 
    the Cochrane Renal Group Registry 
    the European Clinical Trials Database",FALSE,NA
DS/TH,Nature Microbiology,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,CANCER CELL,TRUE,TRUE,CELL STAR METHODS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,NATURE GENETICS,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,GENOME BIOLOGY,TRUE,TRUE,"CONSORT, SPIRIT, PRISMA, PRISMA-P, STROBE, CARE, COREQ, STARD, TRIPOD, CHEERS, ARRIVE",TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,We welcome manuscripts for submission which meet the following clinical research standards...sufficient statistical power to confidentially and accurately interpret the effect reported.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"For clinical trials that have not been registered prospectively, BMC encourages retrospective registration to ensure the complete publication of all results. Further information on retrospective registration is available from the AllTrials campaign, the Public Accounts Committee and the Department of Health.

Many journals published by BMC will consider manuscripts describing retrospectively registered studies. The TRN, date of registration and the words 'retrospectively registered’ should be included as the last line of the manuscript abstract.
Registration of systematic reviews

BMC supports the prospective registration of systematic reviews and encourages authors to register their systematic reviews in a suitable registry (such as PROSPERO). Authors who have registered their systematic review should include the registration number as the last line of the manuscript abstract.",FALSE,NA
DS/TH,Cell Stem Cell,TRUE,TRUE,CELL STAR METHODS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,NATURE,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
